T_in,T_out,T_amb,COP,EER,P_el,P_th,m_dot,P_th_real,P_el_real,COP_real,RE_P_th,RE_P_el,RE_COP,titel,Group,Pdc_real,Pel_c_real,EER_real,RE_Pdc,RE_Pel_c,RE_EER
2,30,2,4.7424657658413025,0.0,903.000029064589,4282.446724392515,0.20392603449488164,3890.0,894.0,4.35,10.088604740167462,1.006714660468555,9.022201513593163,"WPL 13 ACS classic + HSBB 200, HSBB 200 S",1.0,,,,,,
2,42,2,3.641331526263911,0.0,1252.999872786178,4562.58793918098,0.21726609234195143,4100.0,1262.0,3.25,11.282632662950732,-0.7131638045817734,12.040970038889576,"WPL 13 ACS classic + HSBB 200, HSBB 200 S",1.0,,,,,,
7,27,7,5.710212348487175,0.0,466.45839259651143,2663.5764734600784,0.1268369749266704,3500.0,530.0,6.6,-23.89781504399776,-11.988982528960113,-13.481631083527645,"WPL 13 ACS classic + HSBB 200, HSBB 200 S",1.0,,,,,,
7,36,7,4.884361668804104,0.0,532.0833632944473,2598.887584283767,0.12375655163256033,2600.0,570.0,4.56,-0.04278521985511263,-6.652041527289954,7.113194491318087,"WPL 13 ACS classic + HSBB 200, HSBB 200 S",1.0,,,,,,
12,24,12,6.6779589311329355,0.0,444.5834023640133,2968.90970245023,0.14137665249762998,3390.0,500.0,6.78,-12.421542700583188,-11.083319527197343,-1.5050305142634945,"WPL 13 ACS classic + HSBB 200, HSBB 200 S",1.0,,,,,,
12,30,12,6.127391811344296,0.0,488.33338282915673,2992.2099711534343,0.14248618910254449,3300.0,552.0,5.98,-9.32697057110805,-11.5338074584861,2.464746009101937,"WPL 13 ACS classic + HSBB 200, HSBB 200 S",1.0,,,,,,
-7,34,-7,3.0038187661173765,0.0,4408.595343382024,13242.621424668603,0.6306010202223145,13000.0,4305.0,3.02,1.8663186512969387,2.4063958973757016,-0.5358024464444888,WPL 25 AS,1.0,,,,,,
-7,52,-7,1.6452992901303674,0.0,5575.363908207096,9173.142280391605,0.4368162990662669,13800.0,5679.0,2.43,-33.52795448991591,-1.824900366136717,-32.29221028270094,WPL 25 AS,1.0,,,,,,
2,30,2,4.835268968807895,0.0,1662.5768130865804,8039.006072577066,0.3828098129798603,8000.0,1818.0,4.4,0.48757590721333344,-8.549130193257405,9.8924765638158,WPL 25 AS,1.0,,,,,,
2,42,2,3.9295893181499078,0.0,2440.4225229694234,9589.858278033094,0.4566599180015759,7700.0,2285.0,3.37,24.54361400042979,6.801860961462736,16.605024277445324,WPL 25 AS,1.0,,,,,,
7,27,7,5.9114427624749055,0.0,988.7130031543052,5844.720326661346,0.27832001555530217,8100.0,1436.0,5.64,-27.842958930106843,-31.148119557499644,4.812814937498322,WPL 25 AS,1.0,,,,,,
7,36,7,5.232183024481401,0.0,1134.5590737572777,5936.22072598417,0.2826771774278176,7900.0,1775.0,4.45,-24.85796549387127,-36.081178943251956,17.577146617559556,WPL 25 AS,1.0,,,,,,
12,24,12,6.987616556142029,0.0,940.0976462866477,6569.041877582733,0.3128115179801301,9100.0,1122.0,8.11,-27.812726619969965,-16.212330990494863,-13.839499924265974,WPL 25 AS,1.0,,,,,,
12,30,12,6.5347767308129505,0.0,1037.3283600219627,6778.709229283881,0.3227956775849467,9000.0,1351.0,6.66,-24.681008563512442,-23.217737970247022,-1.8802292670728193,WPL 25 AS,1.0,,,,,,
-7,34,-7,3.5213932238891625,0.0,1458.7659649802863,5136.888584321716,0.2446137421105579,4860.0,1429.0,3.4,5.697295973697858,2.0829926508247887,3.5703889379165465,WPL-A 05 HK 230 Premium,1.0,,,,,,
-7,52,-7,1.9783605027084832,0.0,1822.2295063774754,3605.0268822871735,0.1716679467755797,4890.0,1852.0,2.64,-26.27756886938295,-1.6074780573717362,-25.062102170133215,WPL-A 05 HK 230 Premium,1.0,,,,,,
2,30,2,5.144219071153714,0.0,599.3455939472872,3083.1650345955845,0.14681738259978974,2950.0,644.0,4.58,4.514068969341856,-6.933913983340501,12.319193693312513,WPL-A 05 HK 230 Premium,1.0,,,,,,
2,42,2,4.115530590366575,0.0,841.6546215453782,3463.8553414934063,0.16494549245206697,3030.0,797.0,3.8,14.31865813509592,5.602838336935778,8.30343658859407,WPL-A 05 HK 230 Premium,1.0,,,,,,
7,27,7,6.112463239684985,0.0,329.35475805360215,2013.1688514179853,0.09586518340085644,3160.0,500.0,6.32,-36.29212495512705,-34.12904838927957,-3.28380949865531,WPL-A 05 HK 230 Premium,1.0,,,,,,
7,36,7,5.340946879094645,0.0,374.78770072830343,2001.72120052789,0.09532005716799476,2990.0,618.0,4.84,-33.0528026579301,-39.354740982475164,10.350142130054651,WPL-A 05 HK 230 Premium,1.0,,,,,,
12,24,12,7.080707408216313,0.0,314.210443828807,2224.8322173575693,0.1059443913027414,3740.0,457.0,8.19,-40.51250755728424,-31.244979468532385,-13.54447609015491,WPL-A 05 HK 230 Premium,1.0,,,,,,
12,30,12,6.566363167823056,0.0,344.4990722785026,2262.106019558772,0.10771933426470343,3570.0,586.0,6.09,-36.635685726645036,-41.21176240981185,7.822055300871189,WPL-A 05 HK 230 Premium,1.0,,,,,,
-7,34,-7,3.2694036646576023,0.0,2404.1551581401,7860.15368442872,0.3742930325918438,7130.0,2377.0,3.0,10.240584634343897,1.1424130475431227,8.980122155253412,WPL-A 07 HK 230 Premium,1.0,,,,,,
-7,52,-7,1.7657547755266023,0.0,2869.849250282709,5067.450018728133,0.2413071437489587,7040.0,2897.0,2.43,-28.01917587033902,-0.9372022684601689,-27.33519442277357,WPL-A 07 HK 230 Premium,1.0,,,,,,
2,30,2,5.18340938310115,0.0,859.2680062281537,4453.93784608163,0.21209227838483952,4340.0,900.0,4.82,2.6252959926642783,-4.525777085760696,7.539613757285268,WPL-A 07 HK 230 Premium,1.0,,,,,,
2,42,2,4.180976790347131,0.0,1169.730734323391,4890.617051161805,0.23288652624580022,4280.0,1129.0,3.79,14.266753531817876,3.6076824024261267,10.316010299396595,WPL-A 07 HK 230 Premium,1.0,,,,,,
7,27,7,6.3117183762112745,0.0,555.7629750211602,3507.819382258904,0.16703901820280495,3190.0,479.0,6.66,9.962990039464081,16.025673282079378,-5.229453810641527,WPL-A 07 HK 230 Premium,1.0,,,,,,
7,36,7,5.5598939316457745,0.0,613.9747365389863,3413.6344118669235,0.16255401961271065,3050.0,584.0,5.22,11.92243973334175,5.132660366264785,6.511378000876911,WPL-A 07 HK 230 Premium,1.0,,,,,,
12,24,12,7.440027369321342,0.0,536.3590545152182,3990.5260453765413,0.1900250497798353,3750.0,446.0,8.4,6.414027876707773,20.259877693995108,-11.428245603317356,WPL-A 07 HK 230 Premium,1.0,,,,,,
12,30,12,6.938811072944645,0.0,575.1668955271023,3990.974423474653,0.19004640111784063,3600.0,569.0,6.33,10.860400652073698,1.0838129221620862,9.617868450942257,WPL-A 07 HK 230 Premium,1.0,,,,,,
0,34,0,4.292710326070749,0.0,6458.662173602286,27725.16580522508,1.3202459907250037,27500.0,6279.0,4.38,0.8187847462730158,2.861318260905965,-1.992914929891576,TTF 27 HT,5.0,,,,,,
0,52,0,2.699299461405092,0.0,8619.042024944625,23265.37549576088,1.1078750236076609,25300.0,8268.0,3.06,-8.04199408790166,4.245791303152213,-11.787599300487194,TTF 27 HT,5.0,,,,,,
0,30,0,4.646801629329783,0.0,5978.577762192877,27781.26488643267,1.3229173755444128,27700.0,6035.0,4.59,0.2933750412731806,-0.9349169479224928,1.23750826426543,TTF 27 HT,5.0,,,,,,
0,42,0,3.584527719552679,0.0,7418.830996421103,26593.005353348064,1.2663335882546698,26100.0,7500.0,3.48,1.8889093998010198,-1.0822533810519563,3.0036701020884626,TTF 27 HT,5.0,,,,,,
0,27,0,4.912370106774059,0.0,5618.514453635821,27600.222446518594,1.314296306977076,27900.0,5812.0,4.8,-1.0744715178545028,-3.329069964972109,2.3410438911262377,TTF 27 HT,5.0,,,,,,
0,36,0,4.115664674441231,0.0,6698.704379306991,27569.62097843855,1.3128390942113595,26600.0,7037.0,3.78,3.6451916482652225,-4.807384122396041,8.88001784236061,TTF 27 HT,5.0,,,,,,
0,24,0,5.177938584218335,0.0,5258.451145078765,27227.937077330425,1.2965684322538298,28200.0,5606.0,5.03,-3.447031640672249,-6.199587137374863,2.9411249347581547,TTF 27 HT,5.0,,,,,,
0,30,0,4.646801629329783,0.0,5978.577762192877,27781.26488643267,1.3229173755444128,27100.0,6578.0,4.12,2.5138925698622527,-9.1125302190198,12.786447313829674,TTF 27 HT,5.0,,,,,,
0,34,0,4.96598187405557,0.0,4080.8347278622095,20265.35128958023,0.9650167280752491,29440.0,6359.0,4.63,-31.163888282675845,-35.82584167538592,7.256627949364369,TTF 33.5,2.0,,,,,,
0,52,0,3.1066445070088458,0.0,6103.296238678228,18960.771734537466,0.9028938921208317,27540.0,8771.0,3.14,-31.151881864424602,-30.415046874036843,-1.0622768468520505,TTF 33.5,2.0,,,,,,
0,30,0,5.379167955621509,0.0,3631.3988365697605,19533.904255757283,0.930185916940823,17920.0,3217.0,5.57,9.006162141502694,12.881530511960237,-3.4260690193624987,TTF 33.5,2.0,,,,,,
0,42,0,4.1396097109236925,0.0,4979.706510447107,20614.041428196775,0.9816210203903226,16760.0,3981.0,4.21,22.995473915255225,25.0868251807864,-1.6719783628576623,TTF 33.5,2.0,,,,,,
0,27,0,5.689057516795962,0.0,3294.3219181004238,18741.586870914907,0.8924565176626146,11520.0,1885.0,6.11,62.68738603224746,74.76508849339119,-6.889402343764949,TTF 33.5,2.0,,,,,,
0,36,0,4.759388833272601,0.0,4305.552673508434,20491.799315363034,0.9757999673982397,10780.0,2232.0,4.83,90.09090273991683,92.90110544392624,-1.4619289177515427,TTF 33.5,2.0,,,,,,
0,24,0,5.998947077970418,0.0,2957.244999631088,17740.356249379543,0.8447788690180735,12520.0,2069.0,6.05,41.69613617715291,42.931126130067085,-0.8438499509021757,TTF 33.5,2.0,,,,,,
0,30,0,5.379167955621509,0.0,3631.3988365697605,19533.904255757283,0.930185916940823,12160.0,2432.0,5.0,60.64065999800397,49.31738637211187,7.583359112430177,TTF 33.5,2.0,,,,,,
0,34,0,4.699344892421317,0.0,8260.156685299246,38817.32512966081,1.8484440537933717,38100.0,7872.0,4.84,1.8827431224692992,4.930852201463987,-2.906097264022367,TTF 35,2.0,,,,,,
0,52,0,2.2803969750490243,0.0,12201.92594610956,27825.235017280447,1.325011191299069,34500.0,11695.0,2.95,-19.347144877447974,4.334552767076194,-22.698407625456806,TTF 35,2.0,,,,,,
0,30,0,5.236888874059604,0.0,7384.207960674732,38670.27651299986,1.841441738714279,38600.0,7423.0,5.2,0.1820635051809738,-0.5225924737339072,0.709401424223155,TTF 35,2.0,,,,,,
0,42,0,3.624256929144742,0.0,10012.054134548276,36286.256572108854,1.727916979624231,35800.0,10229.0,3.5,1.358258581309646,-2.1208902673939156,3.5501979755640622,TTF 35,2.0,,,,,,
0,27,0,5.64004686028832,0.0,6727.2464172063455,37941.9850337505,1.806761192083357,39000.0,6544.0,5.96,-2.712858887819236,2.8002203118329128,-5.3683412703302125,TTF 35,2.0,,,,,,
0,36,0,4.430572901602173,0.0,8698.131047611503,38537.70371413205,1.8351287482920022,37500.0,8484.0,4.42,2.7672099043521303,2.523939740823944,0.2392059186012041,TTF 35,2.0,,,,,,
0,24,0,6.043204846517035,0.0,6070.284873737959,36683.97496871228,1.746855950891061,38000.0,8000.0,4.75,-3.4632237665466303,-24.121439078275507,27.225365189832317,TTF 35,2.0,,,,,,
0,30,0,5.236888874059604,0.0,7384.207960674732,38670.27651299986,1.841441738714279,34100.0,12092.0,2.82,13.40257041935442,-38.933113127069696,85.70527922197178,TTF 35,2.0,,,,,,
0,34,0,4.649633233943716,0.0,9535.89978404415,44338.43655144838,2.1113541214975418,43200.0,9133.0,4.73,2.6352697950194015,4.411472506779268,-1.699085963134983,TTF 40,5.0,,,,,,
0,52,0,2.4537779393524364,0.0,14264.17475196905,35001.11732944967,1.6667198728309367,40500.0,13500.0,3.0,-13.57748807543292,5.660553718289263,-18.20740202158545,TTF 40,5.0,,,,,,
0,30,0,5.137601077186222,0.0,8485.17201339417,43593.42887612428,2.0758775655297277,43500.0,8614.0,5.05,0.21477902557305306,-1.4955652032253242,1.7346747957667663,TTF 40,5.0,,,,,,
0,42,0,3.673697547458703,0.0,11637.355325344106,42752.12371762212,2.035815415124863,41500.0,11823.0,3.51,3.017165584631609,-1.5701993965651195,4.66374779084624,TTF 40,5.0,,,,,,
0,27,0,5.503576959618101,0.0,7697.126185406687,42361.72632927741,2.017225063298924,43800.0,8141.0,5.38,-3.2837298418324057,-5.452325446423201,2.2969695096301423,TTF 40,5.0,,,,,,
0,36,0,4.4056493123224625,0.0,10061.263669369138,44326.39936605112,2.1107809221929106,42100.0,10795.0,3.9,5.288359539313814,-6.797001673282644,12.965366982627247,TTF 40,5.0,,,,,,
0,24,0,5.8695528420499805,0.0,6909.080357419202,40553.21224784158,1.9311053451353133,44100.0,7656.0,5.76,-8.042602612604133,-9.75600369097176,1.9019590633677197,TTF 40,5.0,,,,,,
0,30,0,5.137601077186222,0.0,8485.17201339417,43593.42887612428,2.0758775655297277,42800.0,9772.0,4.38,1.8538057853370926,-13.168522171570086,17.296828246260777,TTF 40,5.0,,,,,,
0,34,0,5.052759979935711,0.0,4610.837607443045,23297.455736870743,1.1094026541367021,33670.0,7384.0,4.56,-30.806487267981165,-37.55637043007793,10.806139910870872,TTF 44.5,2.0,,,,,,
0,52,0,3.356006234347337,0.0,6646.222231347001,22304.763243258403,1.0621315830123048,31510.0,9816.0,3.21,-29.21369964056362,-32.29194955840463,4.5484808207893135,TTF 44.5,2.0,,,,,,
0,30,0,5.429816367844239,0.0,4158.529913242165,22580.05378909219,1.0752406566234376,20490.0,3607.0,5.68,10.200360122460662,15.290543754981002,-4.404641411192967,TTF 44.5,2.0,,,,,,
0,42,0,4.298647204118656,0.0,5515.452995844804,23708.986600036133,1.1289993619064824,19180.0,4369.0,4.39,23.613068821877636,26.24062705069361,-2.0809292911467825,TTF 44.5,2.0,,,,,,
0,27,0,5.712608658775634,0.0,3819.299142591507,21818.161352422598,1.0389600644010761,13180.0,2099.0,6.28,65.539919214132,81.95803442551248,-9.034893968540858,TTF 44.5,2.0,,,,,,
0,36,0,4.864231785981447,0.0,4836.991454543485,23528.247581711053,1.1203927419862407,12330.0,2390.0,5.16,90.82114827016264,102.38457968801194,-5.731942132142498,TTF 44.5,2.0,,,,,,
0,24,0,5.99540094970703,0.0,3480.0683719408476,20864.405222179557,0.9935431058180741,12700.0,2013.0,6.31,64.28665529275241,72.87970054350956,-4.985721874690475,TTF 44.5,2.0,,,,,,
0,30,0,5.429816367844239,0.0,4158.529913242165,22580.05378909219,1.0752406566234376,12570.0,2354.0,5.34,79.63447724019245,76.65802520145138,1.6819544540119802,TTF 44.5,2.0,,,,,,
0,34,0,4.541314017529326,0.0,15120.357301553868,68666.29056359848,3.269823360171356,67200.0,14545.0,4.62,2.1819800053548777,3.9557050639660973,-1.7031597937375298,TTF 66,5.0,,,,,,
0,52,0,2.4150609557176583,0.0,22347.525534989487,53970.63637645648,2.570030303640785,62800.0,21361.0,2.94,-14.059496215833633,4.618349023872881,-17.85506953341298,TTF 66,5.0,,,,,,
0,30,0,5.0138146979319185,0.0,13514.319916345956,67758.2958291294,3.226585515672829,67200.0,13631.0,4.93,0.8307973647758926,-0.8559906364466574,1.700095292736692,TTF 66,5.0,,,,,,
0,42,0,3.5963126567241397,0.0,18332.432071969695,65929.15748896016,3.139483689950484,62800.0,18256.0,3.44,4.9827348550321116,0.4186682294571309,4.543972579190103,TTF 66,5.0,,,,,,
0,27,0,5.368190208233862,0.0,12309.791877440019,66081.30422187025,3.146728772470012,68200.0,12990.0,5.25,-3.1065920500436217,-5.236398172132262,2.2512420615973694,TTF 66,5.0,,,,,,
0,36,0,4.30506367732803,0.0,15923.375994157826,68551.14761288596,3.264340362518379,65500.0,17147.0,3.82,4.658240630360244,-7.1360821475603515,12.698002024293986,TTF 66,5.0,,,,,,
0,24,0,5.722565718535808,0.0,11105.263838534083,63550.60213769053,3.0262191494138344,68700.0,12246.0,5.61,-7.495484515734319,-9.315173619679218,2.006519046984101,TTF 66,5.0,,,,,,
0,30,0,5.0138146979319185,0.0,13514.319916345956,67758.2958291294,3.226585515672829,66500.0,15537.0,4.28,1.8921741791419588,-13.01847257291655,17.14520322270836,TTF 66,5.0,,,,,,
-7,34,-7,3.4072343825414464,0.0,2895.846607988751,9866.828129305295,0.4698489585383474,9500.0,2879.0,3.3,3.8613487295294124,0.5851548450417132,3.249526743680198,TTL 20 A,1.0,,,,,,
-7,52,-7,1.8779897255906235,0.0,3924.1543002962594,7369.5214575886375,0.35092959321850653,10600.0,3941.0,2.69,-30.47621266425814,-0.4274473408713675,-30.186255554251918,TTL 20 A,1.0,,,,,,
2,30,2,5.113887935495654,0.0,1732.7317457673025,8860.995970129732,0.4219521890537968,8300.0,1758.0,4.72,6.758987591924481,-1.4373295923036156,8.345083379145235,TTL 20 A,1.0,,,,,,
2,42,2,4.094391497528534,0.0,2418.270207305791,9901.344975519394,0.4714926178818759,8400.0,2393.0,3.51,17.873154470468975,1.0560053199244024,16.64933041391834,TTL 20 A,1.0,,,,,,
7,27,7,6.128107271079216,0.0,1042.1237738778464,6386.246276065343,0.3041069655269211,8000.0,1299.0,6.16,-20.171921549183203,-19.774921179534534,-0.5177391058568848,TTL 20 A,1.0,,,,,,
7,36,7,5.363484942603918,0.0,1556.2776200307044,8347.071581546144,0.397479599121245,7800.0,1692.0,4.61,7.013738224950572,-8.021417255868535,16.34457576147328,TTL 20 A,1.0,,,,,,
12,24,12,7.142326606663119,0.0,581.1411391766508,4150.699820567907,0.1976523724079956,9100.0,1122.0,8.11,-54.38791405969332,-48.20488955644824,-11.931854418457222,TTL 20 A,1.0,,,,,,
12,30,12,6.632578387679587,0.0,694.2850327569622,4604.899903153241,0.21928094776920196,9000.0,1351.0,6.66,-48.834445520519544,-48.60954605795986,-0.41173592072693,TTL 20 A,1.0,,,,,,
-7,34,-7,3.1580690089484733,0.0,4343.843397261324,13718.15721261644,0.6532455815531638,12800.0,4295.0,2.98,7.173103223565924,1.1372153029411747,5.9754700989420595,TTL 25 A,1.0,,,,,,
-7,52,-7,1.696469156003758,0.0,5516.150477195675,9357.979144437873,0.4456180544970416,13800.0,5565.0,2.48,-32.18855692436323,-0.8777991519195782,-31.59398564500976,TTL 25 A,1.0,,,,,,
2,30,2,5.005266864777489,0.0,1684.7315183083745,8432.530844635177,0.40154908783977034,8300.0,1758.0,4.72,1.59675716427925,-4.16771795743035,6.043789507997666,TTL 25 A,1.0,,,,,,
2,42,2,4.0308669628143505,0.0,2466.269571597784,9941.204537547808,0.47339069226418135,8400.0,2393.0,3.51,18.347673066045346,3.0618291515998264,14.839514610095472,TTL 25 A,1.0,,,,,,
7,27,7,6.094643444994916,0.0,971.9865498772425,5923.91145483256,0.2820910216586933,8000.0,1299.0,6.16,-25.951106814593004,-25.174245582968247,-1.0609830357968142,TTL 25 A,1.0,,,,,,
7,36,7,5.363843518522572,0.0,1118.5249348691154,5999.592722203586,0.2856948915335041,7800.0,1692.0,4.61,-23.082144587133513,-33.89332536234543,16.35235398096684,TTL 25 A,1.0,,,,,,
12,24,12,7.184020025212334,0.0,923.1404215467237,6631.859274474618,0.3158028225940294,9100.0,1122.0,8.11,-27.122425555223973,-17.723670093874887,-11.417755546087127,TTL 25 A,1.0,,,,,,
12,30,12,6.696820074230743,0.0,1020.8326782079196,6836.332771853528,0.32553965580254896,9000.0,1351.0,6.66,-24.040746979405235,-24.438735883943774,0.5528539674285682,TTL 25 A,1.0,,,,,,
-7,34,-7,3.122600089505454,0.0,1105.3840765549849,3451.672416388499,0.16436535316135711,3200.0,1111.0,2.88,7.864763012140608,-0.5054836584172051,8.42361421893938,"TTL 3.5 ACS + HSBC 200, HSBC 200 S",1.0,,,,,,
-7,52,-7,1.5021848411196288,0.0,1393.6149172012238,2093.467202977865,0.09968891442751737,2790.0,1388.0,2.01,-24.965333226599828,0.40453293956943526,-25.264435765192594,"TTL 3.5 ACS + HSBC 200, HSBC 200 S",1.0,,,,,,
2,30,2,4.408327447649526,0.0,482.42309542150724,2126.678972926677,0.10127042728222271,1950.0,474.0,4.11,9.06046015008599,1.7770243505289551,7.258575368601594,"TTL 3.5 ACS + HSBC 200, HSBC 200 S",1.0,,,,,,
2,42,2,3.328050615392328,0.0,674.5769891857717,2245.0263639892114,0.1069060173328196,2009.0,683.0,2.94,11.748450173679004,-1.2332373080861325,13.199000523548566,"TTL 3.5 ACS + HSBC 200, HSBC 200 S",1.0,,,,,,
7,27,7,5.192638367227801,0.0,248.32357629809144,1289.4545297726897,0.06140259665584237,1590.0,274.0,5.81,-18.90223083190631,-9.370957555441084,-10.62584565872976,"TTL 3.5 ACS + HSBC 200, HSBC 200 S",1.0,,,,,,
7,36,7,4.382430743034888,0.0,284.35243137891075,1246.154837131657,0.0593407065300789,1250.0,303.0,4.13,-0.3076130294674462,-6.154313076267082,6.1121245286897885,"TTL 3.5 ACS + HSBC 200, HSBC 200 S",1.0,,,,,,
12,24,12,5.976949286805848,0.0,236.31395793784463,1412.4365423588677,0.06725888296946989,1660.0,262.0,6.34,-14.913461303682674,-9.803832848150906,-5.7263519431254295,"TTL 3.5 ACS + HSBC 200, HSBC 200 S",1.0,,,,,,
12,30,12,5.436810870677391,0.0,260.33319465833824,1415.3823427166267,0.06739915917698222,1540.0,300.0,5.13,-8.092055667751518,-13.222268447220586,5.980718726654799,"TTL 3.5 ACS + HSBC 200, HSBC 200 S",1.0,,,,,,
-7,34,-7,2.9818835328653677,0.0,1478.6152593121378,4409.0584931863195,0.20995516634220568,4030.0,1509.0,2.67,9.405917945069975,-2.0135679713626398,11.681031193459468,"TTL 4.5 ACS + HSBB 200 classic, HSBB 200 S classic",1.0,,,,,,
-7,52,-7,1.432513755503578,0.0,1418.389115010379,2031.8619179089146,0.09675532942423402,2790.0,1388.0,2.01,-27.17340796025396,2.1894175079523848,-28.73065893017024,"TTL 4.5 ACS + HSBB 200 classic, HSBB 200 S classic",1.0,,,,,,
2,30,2,4.373312210822064,0.0,677.5762598547669,2963.252530985996,0.14110726338028554,2530.0,632.0,4.0,17.124605967825946,7.211433521323873,9.332805270551603,"TTL 4.5 ACS + HSBB 200 classic, HSBB 200 S classic",1.0,,,,,,
2,42,2,3.3403990259141096,0.0,637.42549698677,2129.2555092274238,0.10139311948702018,2009.0,683.0,2.94,5.985839185038522,-6.67269443824744,13.61901448687448,"TTL 4.5 ACS + HSBB 200 classic, HSBB 200 S classic",1.0,,,,,,
7,27,7,5.2132762198195906,0.0,375.5091344129671,1957.6328407601598,0.09322061146476951,1630.0,269.0,6.06,20.100174279764403,39.59447375946732,-13.972339606937446,"TTL 4.5 ACS + HSBB 200 classic, HSBB 200 S classic",1.0,,,,,,
7,36,7,4.438591331138696,0.0,367.9808663752078,1633.3166835179043,0.07777698492942402,1250.0,303.0,4.13,30.665334681432334,21.44583048686728,7.47194506389095,"TTL 4.5 ACS + HSBB 200 classic, HSBB 200 S classic",1.0,,,,,,
12,24,12,6.053240228817232,0.0,378.0185570922465,2288.23713703023,0.1089636731919157,1670.0,260.0,6.43,37.02018784612156,45.39175272778713,-5.859405461629363,"TTL 4.5 ACS + HSBB 200 classic, HSBB 200 S classic",1.0,,,,,,
12,30,12,5.536783636363452,0.0,372.9997117337666,2065.218700295804,0.09834374763313353,1540.0,300.0,5.13,34.105110408818426,24.33323724458887,7.929505582133567,"TTL 4.5 ACS + HSBB 200 classic, HSBB 200 S classic",1.0,,,,,,
-7,34,-7,2.6654937785164066,0.0,2936.457074790033,7827.108063733319,0.3727194316063485,7980.0,3011.0,2.65,-1.915939050960913,-2.4756866559271673,0.5846708874115647,TTL 8.5 ICS,1.0,,,,,,
-7,52,-7,1.3679425166230885,0.0,3019.533997867127,4130.548936071333,0.19669280647958728,6390.0,2945.0,2.17,-35.359171579478364,2.5308658019397967,-36.96117434916643,TTL 8.5 ICS,1.0,,,,,,
2,30,2,4.623371598782143,0.0,1364.8083301495424,6310.016071394676,0.3004769557806989,5250.0,1253.0,4.19,20.190782312279552,8.92325061049819,10.34299758429933,TTL 8.5 ICS,1.0,,,,,,
2,42,2,3.7583374241866636,0.0,1420.192945534289,5337.56429676741,0.25416972841749574,4810.0,1532.0,3.14,10.968072697867148,-7.298110604811425,19.692274655626218,TTL 8.5 ICS,1.0,,,,,,
7,27,7,5.767148528764665,0.0,726.0373456205593,4187.165209623811,0.19938881950589576,4260.0,783.0,5.44,-1.7097368632908116,-7.274923930963051,6.013759719938672,TTL 8.5 ICS,1.0,,,,,,
7,36,7,5.1183728978180625,0.0,736.4219610052065,3769.2822065670794,0.17948962888414663,4250.0,932.0,4.56,-11.31100690430401,-20.984768132488576,12.24501968899261,TTL 8.5 ICS,1.0,,,,,,
12,24,12,6.910925458747329,0.0,722.5758071590172,4993.667541570153,0.23779369245572157,3430.0,418.0,8.21,45.587974972890756,72.86502563612854,-15.823076020129989,TTL 8.5 ICS,1.0,,,,,,
12,30,12,6.478408371449632,0.0,729.4988840821119,4725.9916776007185,0.22504722274289135,3180.0,502.0,6.33,48.61609049058864,45.318502805201575,2.344524035539197,TTL 8.5 ICS,1.0,,,,,,
-7,34,-7,2.584972891611642,0.0,2960.4924491103793,7652.7927267712885,0.3644187012748233,7930.0,3038.0,2.61,-3.495678098722721,-2.5512689562087076,-0.9588930416995378,TTL 8.5 IKCS,1.0,,,,,,
-7,52,-7,1.3379725740965114,0.0,3025.5554573028567,4048.110223279251,0.19276715348948814,6280.0,2948.0,2.13,-35.53964612612658,2.630782133746834,-37.18438619265204,TTL 8.5 IKCS,1.0,,,,,,
2,30,2,4.497946188258311,0.0,1396.305484982927,6280.506933823129,0.2990717587534823,5160.0,1280.0,4.03,21.715250655486983,9.08636601429118,11.611567946856338,TTL 8.5 IKCS,1.0,,,,,,
2,42,2,3.6666126432483,0.0,1439.6808237779678,5278.7519107064245,0.2513691386050678,4730.0,1556.0,3.04,11.601520310918056,-7.475525464140887,20.612258001588813,TTL 8.5 IKCS,1.0,,,,,,
7,27,7,5.614591860608697,0.0,733.7975420366968,4119.973706853906,0.1961892241359003,4200.0,800.0,5.25,-1.9053879320498512,-8.2753072454129,6.94460686873708,TTL 8.5 IKCS,1.0,,,,,,
7,36,7,4.991091701851246,0.0,741.9304180607564,3703.0427529340677,0.17633536918733655,4200.0,946.0,4.44,-11.832315406331716,-21.571837414296358,12.41197526691995,TTL 8.5 IKCS,1.0,,,,,,
12,24,12,6.731237532959766,0.0,731.0865833619544,4921.117449769306,0.2343389261794908,3390.0,422.0,8.03,45.16570648287039,73.24326619951525,-16.173878792530928,TTL 8.5 IKCS,1.0,,,,,,
12,30,12,6.315570760454649,0.0,736.5085007114392,4651.471551919457,0.22149864532949795,3140.0,506.0,6.21,48.13603668533302,45.55503966629233,1.7000122456465094,TTL 8.5 IKCS,1.0,,,,,,
-7,34,-7,3.0362225279686754,0.0,4017.300247304611,12197.41751248039,0.5808294053562091,11300.0,3979.0,2.84,7.94174789805655,0.9625596206235487,6.909243942559007,TTL 12.5 AC,1.0,,,,,,
-7,52,-7,2.196463619505721,0.0,4846.6896285078155,10645.577444053115,0.5069322592406246,11870.0,4885.0,2.43,-10.315270058524728,-0.7842450663702039,-9.610550637624659,TTL 12.5 AC,1.0,,,,,,
2,30,2,4.093926035547156,0.0,1747.5391329857246,7154.295954667762,0.3406807597460839,7240.0,1805.0,4.01,-1.1837575322132254,-3.183427535416916,2.0929185921984006,TTL 12.5 AC,1.0,,,,,,
