Manufacturer,Model,Titel,Date,Type,Subtype,Group,Rated Power low T [kW],Rated Power medium T [kW],Refrigerant,Mass of Refrigerant [kg],SPL indoor low Power [dBA],SPL outdoor low Power [dBA],SPL indoor high Power [dBA],SPL outdoor high Power [dBA],Bivalence temperature [°C],Tolerance temperature [°C],Max. water heating temperature [°C],Poff [W],PTOS [W],PSB [W],PCKS [W],eta low T [%],eta medium T [%],SCOP,SEER low T,SEER medium T,P_th_h_ref [W],P_th_c_ref [W],P_el_h_ref [W],P_el_c_ref [W],COP_ref,EER_c_ref,p1_P_el_h [1/°C],p2_P_el_h [1/°C],p3_P_el_h [-],p4_P_el_h [1/°C],p1_COP [-],p2_COP [-],p3_COP [-],p4_COP [-],p1_P_el_c [1/°C],p2_P_el_c [1/°C],p3_P_el_c [-],p4_P_el_c [1/°C],p1_EER [-],p2_EER [-],p3_EER [-],p4_EER [-],MAPE P_th,MAPE P_el,MAPE COP
 ELCO GmbH,AEROTOP T35 / T35R,AEROTOP T35,04.05.2019,Outdoor Air/Water,On-Off,4.0,25.0,24.0,R407c,"9,200 kg",68.0,70,68.0,70,-10.0,-20.0,57.0,0.0,10.0,10.0,80.0,153.0,121.0,3.9,,,24630,,11618,,2.12,,192.79683742457303,0.013640263973355,0.309860432754924,-192.79045768323184,88.43434702582381,-0.062790386333625,5.727017207320888,-88.35787501399531,,,,,88.43434702582381,-0.062790386333625,5.727017207320888,-88.35787501399531,5.915668306695853,2.403096935845017,3.5616904248486896
 ELCO GmbH,AQUATOP S06,AQUATOP S06,04.05.2019,Brine/Water and Water/Water,On-Off,5.0,6.0,6.0,R410A,"1,900 kg",39.0,,39.0,,-10.0,-22.0,65.0,0.0,20.0,20.0,0.0,189.0,137.0,4.93,,,5350,,1918,,2.79,,-0.0179545930860145,0.0179545936816634,0.0606519054213707,0.0005066050327865,0.1274450711773363,-0.1274444394081303,9.120413351051956,-0.0012888836428057,,,,,0.1274450711773363,-0.1274444394081303,9.120413351051956,-0.0012888836428057,5.0202801811814215,5.222808055241114,7.603621471196491
 ELCO GmbH,AQUATOP S08,AQUATOP S08,04.05.2019,Brine/Water and Water/Water,Regulated,2.0,8.0,7.0,R410A,"2,300 kg",34.0,,34.0,,-10.0,-22.0,65.0,0.0,20.0,20.0,0.0,189.0,154.0,4.92,,,7580,,2518,,3.01,,-0.014139223219844,0.0141392232198463,0.2341070225558789,-0.0026159231986032,0.0690802087295815,-0.0690801938390391,6.9746831617885485,0.02534242685251,,,,,0.0690802087295815,-0.0690801938390391,6.9746831617885485,0.02534242685251,6.167530869157154,4.06060992756716,5.222429612668199
 ELCO GmbH,AQUATOP S11,AQUATOP S11,04.05.2019,Brine/Water and Water/Water,On-Off,5.0,13.0,10.0,R410A,"2,900 kg",38.0,,38.0,,-10.0,-22.0,65.0,0.0,20.0,20.0,0.0,198.0,153.0,5.15,,,9990,,3202,,3.12,,-0.0160194345194753,0.0160194335512324,0.1534730023664144,0.0007665228232896,0.117478207227754,-0.1174780834465458,9.027976404145614,-0.0056192421604893,,,,,0.117478207227754,-0.1174780834465458,9.027976404145614,-0.0056192421604893,3.770740639820607,5.637123125906719,6.677092833700176
 ELCO GmbH,AQUATOP S14,AQUATOP S14,04.05.2019,Brine/Water and Water/Water,On-Off,5.0,13.0,12.0,R410A,"3,400 kg",42.0,,42.0,,-10.0,-22.0,65.0,0.0,20.0,20.0,0.0,199.0,157.0,5.18,,,12270,,4036,,3.04,,-0.0156184628156047,0.0156184652483838,0.1695585516699934,0.001171234472095,0.1071279290230808,-0.1071278979378199,8.667572557081774,0.008913976853724,,,,,0.1071279290230808,-0.1071278979378199,8.667572557081774,0.008913976853724,2.7620821792445382,5.442785640372703,5.924830568106652
 ELCO GmbH,AQUATOP S17,AQUATOP S17,04.05.2019,Brine/Water and Water/Water,On-Off,5.0,17.0,15.0,R410A,"3,800 kg",45.0,,45.0,,-10.0,-22.0,65.0,0.0,20.0,20.0,0.0,201.0,158.0,5.22,,,15720,,5154,,3.05,,-0.0186252071236377,0.0186252118900614,0.0367245646542096,0.0056774808443741,0.1248637911334699,-0.1248637911329371,9.467061396597224,-0.0210338789721135,,,,,0.1248637911334699,-0.1248637911329371,9.467061396597224,-0.0210338789721135,4.3695058924178936,7.614555065937904,6.185362699042845
 ELCO GmbH,AQUATOP T22H,AQUATOP T22H,04.05.2019,Brine/Water and Water/Water,On-Off,5.0,21.0,20.0,R407c,"4,100 kg",54.0,,54.0,,-10.0,-22.0,60.0,0.0,10.0,10.0,0.0,201.0,167.0,5.23,,,21010,,6649,,3.16,,-0.0144802842758296,0.0144802839852757,0.2033852617907648,-0.0003830118905962,0.0693579890207374,-0.0693579890206584,7.203552969869711,0.0437508293472367,,,,,0.0693579890207374,-0.0693579890206584,7.203552969869711,0.0437508293472367,5.977475764385268,3.6779009320245795,6.211376727228425
 ELCO GmbH,AQUATOP T28H,AQUATOP T28H,04.05.2019,Brine/Water and Water/Water,On-Off,5.0,29.0,25.0,R407c,"5,700 kg",59.0,,59.0,,-10.0,-22.0,60.0,0.0,10.0,10.0,0.0,192.0,155.0,5.01,,,25540,,8687,,2.94,,-0.0098947467024638,0.0098947417016241,0.4042095272021513,-0.0044514009306958,0.0749614449623321,-0.0749615539336666,7.161445962582405,0.0326021451783887,,,,,0.0749614449623321,-0.0749615539336666,7.161445962582405,0.0326021451783887,2.1710306017409797,5.039157883838664,4.9549162229762596
 ELCO GmbH,AQUATOP T35H,AQUATOP T35H,04.05.2019,Brine/Water and Water/Water,On-Off,5.0,37.0,35.0,R407c,"6,200 kg",61.0,,61.0,,-10.0,-22.0,60.0,0.0,10.0,10.0,0.0,192.0,174.0,5.01,,,35740,,10930,,3.27,,-0.0090411924629731,0.009041216718141,0.4419359548516813,-0.0052036273016981,0.0411420419479136,-0.0411422000594282,6.114048072096297,0.0686328954293996,,,,,0.0411420419479136,-0.0411422000594282,6.114048072096297,0.0686328954293996,4.917862209698273,5.666225037352218,9.645550134390565
 ELCO GmbH,AQUATOP T43H,AQUATOP T43H,04.05.2019,Brine/Water and Water/Water,On-Off,5.0,44.0,41.0,R407c,"7,400 kg",61.0,,61.0,,-10.0,-22.0,60.0,0.0,10.0,10.0,0.0,192.0,180.0,5.01,,,42540,,12586,,3.38,,-0.0062763741680583,0.0062763637990907,0.5631435663102714,-0.0076707550386749,0.0297854056833691,-0.0297854912664227,5.762273808076669,0.0808149991423386,,,,,0.0297854056833691,-0.0297854912664227,5.762273808076669,0.0808149991423386,4.3030671061723815,8.013553837095591,11.077162414992731
 Enertech CTC AB,CTC CombiAir 16M,CTC CombiAir 16M,30.10.2020,Outdoor Air/Water,Regulated,1.0,14.5,14.0,R410A,"4,000 kg",,61,,61,-8.0,-10.0,58.0,2.0,25.0,15.0,20.0,176.0,134.0,4.47,,,12500,,6219,,2.01,,-282.78466949460005,0.0135792132545308,-0.0634938168354351,282.737531226121,-18.003824892310018,-0.0719537811298367,6.4613410930055,18.164059212657115,,,,,-18.003824892310018,-0.0719537811298367,6.4613410930055,18.164059212657115,12.1395509261471,6.56528330445728,7.463546432669515
 Enertech CTC AB,CTC CombiAir 8M,CTC CombiAir 8M,30.10.2020,Outdoor Air/Water,Regulated,1.0,8.2,7.0,R410A,"2,600 kg",,54,,54,-8.0,-10.0,58.0,2.0,15.0,15.0,20.0,172.0,127.0,4.37,,,6300,,3247,,1.94,,-355.8839066408497,0.010080310806955,0.0948398071720369,355.8322044866759,217.27689917411533,-0.0770602229817578,6.500478454064836,-217.1437658625765,,,,,217.27689917411533,-0.0770602229817578,6.500478454064836,-217.1437658625765,10.654893983022703,6.354647829262921,6.313808959687222
 Enertech CTC AB,CTC EcoAir 406,CTC EcoAir 406 1x230V,,Outdoor Air/Water,On-Off,4.0,5.08,4.95,R407c,"2,200 kg",,56,,56,-5.0,-10.0,65.0,18.0,19.0,18.0,0.0,151.0,131.0,3.9,,,3500,,1643,,2.13,,294.93405818275363,0.015450206868302,0.2704303015086334,-294.92458789073584,212.8176812342904,-0.0882635667676009,6.851362978602706,-212.72083968952808,,,,,212.8176812342904,-0.0882635667676009,6.851362978602706,-212.72083968952808,9.22641723204748,2.5652844386359046,9.706495287489027
 Enertech CTC AB,CTC EcoAir 408,CTC EcoAir 408 1x230V,,Outdoor Air/Water,On-Off,4.0,6.26,6.37,R407c,"2,200 kg",,61,,61,-5.0,-10.0,65.0,18.0,22.0,18.0,0.0,154.0,118.0,3.9,,,4500,,2036,,2.21,,164.1796988791663,0.0143513145352004,0.3097030020993062,-164.1721866508025,-118.63986782251952,-0.0811302802798224,6.618298568339913,118.74395490600502,,,,,-118.63986782251952,-0.0811302802798224,6.618298568339913,118.74395490600502,8.486448889712133,1.2552577992069658,9.128737673939519
 Enertech CTC AB,CTC EcoAir 410,CTC EcoAir 410 1x230V,12.06.2017,Outdoor Air/Water,On-Off,4.0,9.6,8.5,R407c,"2,700 kg",,58,,58,-5.0,-10.0,65.0,18.0,41.0,18.0,0.0,154.0,127.0,3.9,,,7080,,3013,,2.35,,263.7597399258321,0.0133531995353958,0.3484074903967989,-263.7525584735084,-75.92165027744429,-0.0674925343458802,6.17173913644892,76.01902647887506,,,,,-75.92165027744429,-0.0674925343458802,6.17173913644892,76.01902647887506,6.8289892508264884,1.0586171326980107,6.6132563616124225
 Enertech CTC AB,CTC EcoAir 415,CTC EcoAir 415 1x230V,,Outdoor Air/Water,On-Off,4.0,13.09,12.27,R407c,"3,400 kg",,64,,64,-5.0,-10.0,65.0,18.0,67.0,18.0,0.0,147.0,119.0,3.8,,,9500,,4095,,2.32,,-164.8250178059243,0.0124549876905316,0.4200785336759057,164.8336376688761,183.9333604288161,-0.0660190899250119,5.919885028135971,-183.8542115223906,,,,,183.9333604288161,-0.0660190899250119,5.919885028135971,-183.8542115223906,6.57021818628668,1.5910490645195916,7.063104588655023
 Enertech CTC AB,CTC EcoAir 420,CTC EcoAir 420 3x400V,,Outdoor Air/Water,On-Off,4.0,13.88,14.2,R407c,"3,500 kg",,66,,66,-6.0,-10.0,65.0,18.0,68.0,18.0,0.0,145.0,119.0,3.7,,,10900,,4638,,2.35,,-240.0639921461452,0.012816248829979,0.4202157058525889,240.07415536241007,-142.55684834034682,-0.061188635919227,5.689347021110994,142.63013722210582,,,,,-142.55684834034682,-0.061188635919227,5.689347021110994,142.63013722210582,5.549775520825349,1.9703465750317397,6.3873005551316515
 Enertech CTC AB,CTC EcoAir 510M 1x230V,CTC EcoAir 510M 1x230V,,Outdoor Air/Water,Regulated,1.0,9.3,9.2,R410A,"2,200 kg",,60,,60,-10.0,-10.0,65.0,15.0,9.0,15.0,23.0,171.0,125.0,4.4,,,7000,,881,,7.95,,-213.6977720617552,0.0054282115863259,0.9290076114130126,213.6840851105441,-1.4927383940742245,0.0820354395808471,2.068251027618233,1.6328900412568206,,,,,-1.4927383940742245,0.0820354395808471,2.068251027618233,1.6328900412568206,77.53355321088756,92.25845617017723,27.308253691749222
 Enertech CTC AB,CTC EcoAir 610M,CTC EcoAir 610M,,Outdoor Air/Water,Regulated,1.0,6.0,6.6,R407c,"2,200 kg",,53,,53,-9.0,-10.0,65.0,14.0,14.0,14.0,0.0,189.0,143.0,4.81,,,5890,,2901,,2.03,,245.38927355759992,0.0163692114007524,-0.2151797739507394,-245.4364639214291,-124.7574359773612,-0.086911229854932,7.241681916677675,124.8944763927718,,,,,-124.7574359773612,-0.086911229854932,7.241681916677675,124.8944763927718,12.597508470506245,8.567067176239274,5.824312583767088
 Enertech CTC AB,CTC EcoAir 614M,CTC EcoAir 614M,,Outdoor Air/Water,Regulated,1.0,7.5,7.6,R407c,"2,200 kg",,51,,51,-10.0,-10.0,65.0,14.0,14.0,14.0,0.0,193.0,148.0,4.9,,,6830,,3398,,2.01,,212.7641402564104,0.0136467729494582,-0.117393669652897,-212.8181391606608,26.29125885425277,-0.0760804923371009,6.9190674884936,-26.12377327981345,,,,,26.29125885425277,-0.0760804923371009,6.9190674884936,-26.12377327981345,21.36073370951903,17.59876714379607,4.791362647938434
 Enertech CTC AB,CTC EcoAir 622M,CTC EcoAir 622M,,Outdoor Air/Water,Regulated,1.0,8.5,8.5,R407c,"2,700 kg",,55,,55,-10.0,-10.0,65.0,12.0,12.0,12.0,0.0,193.0,147.0,4.92,,,7520,,3120,,2.41,,-71.55662030266484,0.0138888755336849,-0.0688438988825866,71.5103542439112,141.7545712092614,-0.0896896686768464,7.531210353917757,-141.6354649349292,,,,,141.7545712092614,-0.0896896686768464,7.531210353917757,-141.6354649349292,26.029816700900014,23.409989656427648,5.4351751312779
 Enertech CTC AB,CTC EcoPart 406,CTC EcoPart 406 1x230V,,Brine/Water,On-Off,5.0,6.71,6.26,R407c,"1,900 kg",50.0,,50.0,,-7.0,-10.0,65.0,18.0,5.0,18.0,0.0,179.0,130.0,4.68,,,5300,,1710,,3.1,,-0.0150294801539437,0.0150294802135846,0.262367017166094,0.0056434029639459,0.1035791095938598,-0.1035791602137995,8.039474571884496,-0.0400545469216042,,,,,0.1035791095938598,-0.1035791602137995,8.039474571884496,-0.0400545469216042,3.810315471188879,5.04986161954219,7.168895859933956
 Enertech CTC AB,CTC EcoPart 408,CTC EcoPart 408 1x230V,,Brine/Water,On-Off,5.0,6.45,8.72,R407c,"1,900 kg",46.0,,46.0,,-7.0,-10.0,65.0,18.0,13.0,18.0,0.0,180.0,136.0,4.7,,,7700,,2348,,3.28,,-0.0157143519574703,0.0157143520629142,0.2399726956516529,0.006306214344647,0.0957353658396616,-0.0957353812748445,7.824309769535893,-0.0399017229843798,,,,,0.0957353658396616,-0.0957353812748445,7.824309769535893,-0.0399017229843798,2.9360157049855715,5.883567667817007,7.093387915458893
 Enertech CTC AB,CTC EcoPart 410,CTC EcoPart 410 1x230V,,Brine/Water,On-Off,5.0,11.32,10.6,R407c,"1,900 kg",49.0,,49.0,,-7.0,-10.0,65.0,18.0,14.0,18.0,0.0,181.0,138.0,4.7,,,9400,,2866,,3.28,,0.0073740288597695,-0.0073742326484005,1.2576616329385493,-0.0178529325158378,0.0355907097045216,-0.0355909594425097,5.168209421892628,0.0254228382321135,,,,,0.0355907097045216,-0.0355909594425097,5.168209421892628,0.0254228382321135,17.911428667217187,32.05292400299823,22.581697650740992
 Enertech CTC AB,CTC EcoPart 412,CTC EcoPart 412 1x230V,,Brine/Water,On-Off,5.0,13.35,12.49,R407c,"2,300 kg",50.0,,50.0,,-7.0,-10.0,65.0,18.0,22.0,18.0,0.0,182.0,138.0,4.8,,,11000,,3385,,3.25,,-0.0148509848770785,0.0148509848150154,0.2685409194006615,0.0050485483474231,0.0944064534595605,-0.0944064838639351,7.764157219803994,-0.0350526633819504,,,,,0.0944064534595605,-0.0944064838639351,7.764157219803994,-0.0350526633819504,3.062276469471593,4.543690913421523,6.170636585226979
 Enertech CTC AB,CTC EcoPart 414,CTC EcoPart 414 1x230V,,Brine/Water,On-Off,5.0,16.47,16.12,R407c,"2,700 kg",53.0,,53.0,,-7.0,-10.0,65.0,18.0,97.0,18.0,0.0,174.0,137.0,4.6,,,13600,,4134,,3.29,,-0.013924287087603,0.0139242861844977,0.31533271334106,0.0048076212084295,0.0870858695473867,-0.0870858508667879,7.470673469901301,-0.0320278158951617,,,,,0.0870858695473867,-0.0870858508667879,7.470673469901301,-0.0320278158951617,2.43648129544552,4.208979855715368,5.579558263926551
 Enertech CTC AB,CTC EcoPart 417,CTC EcoPart 417 1x230V,,Brine/Water,On-Off,5.0,19.15,18.03,R407c,"2,700 kg",56.0,,56.0,,-7.0,-10.0,65.0,18.0,27.0,18.0,0.0,181.0,137.0,4.7,,,16000,,4954,,3.23,,-0.0151476974914146,0.0151476974654655,0.2523471996015732,0.005215916029915,0.0931943127869978,-0.0931943269121725,7.67734615631959,-0.0346546176394335,,,,,0.0931943127869978,-0.0931943269121725,7.67734615631959,-0.0346546176394335,3.246121048834338,4.712018158451617,6.2073759100901
 Enertech CTC AB,CTC EcoPart 425,CTC EcoPart 425 1x230V,,Brine/Water,On-Off,5.0,25.06,23.51,R407c,"4,600 kg",50.0,,50.0,,-7.0,-10.0,65.0,18.0,22.0,18.0,0.0,182.0,138.0,4.8,,,22000,,6769,,3.25,,-0.0148568481923574,0.0148568481415497,0.2683770974265122,0.0050555686007317,0.0944064534595605,-0.0944064838639351,7.764157219803994,-0.0350526633819504,,,,,0.0944064534595605,-0.0944064838639351,7.764157219803994,-0.0350526633819504,3.060085648084299,4.547613471013318,6.170636585226977
 Enertech CTC AB,CTC EcoPart 430,CTC EcoPart 430 1x230V,,Brine/Water,On-Off,5.0,28.62,26.84,R407c,"5,000 kg",53.0,,53.0,,-7.0,-10.0,65.0,18.0,97.0,18.0,0.0,174.0,137.0,4.6,,,27200,,8267,,3.29,,-0.0139229267688159,0.0139229256576256,0.315426311202847,0.0048136232482708,0.0870858695473867,-0.0870858508667879,7.470673469901301,-0.0320278158951617,,,,,0.0870858695473867,-0.0870858508667879,7.470673469901301,-0.0320278158951617,2.434551553561201,4.214557002549632,5.579558263926551
 Enertech CTC AB,CTC EcoPart 435,CTC EcoAir 435 1x230V,,Brine/Water,On-Off,5.0,33.74,31.74,R407c,"5,400 kg",56.0,,56.0,,-7.0,-10.0,65.0,18.0,27.0,18.0,0.0,181.0,137.0,4.7,,,32000,,9907,,3.23,,-0.0151452116167658,0.0151452120951678,0.2525194118057473,0.0052175482609647,0.0931943127869978,-0.0931943269121725,7.67734615631959,-0.0346546176394335,,,,,0.0931943127869978,-0.0931943269121725,7.67734615631959,-0.0346546176394335,3.2450125138536654,4.713730528046552,6.207375910090101
 Enertech CTC AB,CTC GSi 608,CTC EcoPart i608M,30.11.2020,Brine/Water,Regulated,2.0,7.0,7.0,R407c,"2,400 kg",34.0,,34.0,,-10.0,-10.0,65.0,23.0,23.0,0.0,0.0,208.0,159.0,5.39,,,6580,,2179,,3.02,,-0.0193808161767928,0.0193808027819872,-0.2753301656823394,-0.0332407636105406,0.1069076635136521,-0.1069076839238167,8.642387276208257,-0.0085530374634427,,,,,0.1069076635136521,-0.1069076839238167,8.642387276208257,-0.0085530374634427,31.061605180697693,30.99016573476545,5.876146086169389
 Enertech CTC AB,CTC GSi 612,CTC EcoPart 612M,30.11.2020,Brine/Water,Regulated,2.0,9.81,6.8,R407c,"2,400 kg",39.0,,39.0,,-10.0,-10.0,65.0,23.0,0.0,0.0,0.0,208.0,155.0,5.4,,,6000,,1846,,3.25,,0.0025766236215597,-0.0025766036297384,0.7127823833031882,-0.0596060474274557,0.097645306860203,-0.0976452072308487,8.280431731422325,0.0124634906638098,,,,,0.097645306860203,-0.0976452072308487,8.280431731422325,0.0124634906638098,87.21936235685445,90.24536473503122,2.978886946314164
 Enertech CTC AB,CTC GSi 612 1x230V,CTC GSi 612 1x230V,30.11.2020,Brine/Water,Regulated,2.0,10.0,12.0,R407c,"2,300 kg",43.0,,43.0,,-15.0,-10.0,65.0,23.0,0.0,23.0,0.0,196.0,148.0,5.1,,,10600,,3581,,2.96,,-0.0211515279430534,0.0211515190598954,-0.3272621923852549,-0.0288806625606471,0.0982992645359455,-0.0982991335057305,8.062628000530212,0.0232584709183868,,,,,0.0982992645359455,-0.0982991335057305,8.062628000530212,0.0232584709183868,47.35939274696083,51.56570655758081,3.4020628301850846
 Enertech CTC AB,CTC GSi 616,CTC EcoPart 616M,30.11.2020,Brine/Water,Regulated,2.0,16.0,16.0,R407c,"2,200 kg",42.0,,42.0,,-9.0,-10.0,65.0,20.0,20.0,20.0,0.0,201.0,154.0,5.23,,,14190,,5086,,2.79,,-0.0157924720656732,0.0157924720656757,-0.123833035602929,-0.039394774557486,0.0909228733758486,-0.0909228806775854,7.788401110522878,0.0384494046913993,,,,,0.0909228733758486,-0.0909228806775854,7.788401110522878,0.0384494046913993,47.46373511646053,56.358686838083884,7.146500154753895
 FHE Manufacturing,InelioDynamic 13,InelioDynamic 13,16.06.2021,Outdoor Air/Water,Regulated,1.0,7.83,6.91,R410A,"2,500 kg",,69,,69,-7.0,-10.0,55.0,5.0,8.0,5.0,35.0,151.0,114.0,3.86,,,6110,,3772,,1.62,,-43.12539139036811,0.0121542264503762,-0.0195851053412894,43.07666769912614,203.96981695567635,-0.0624292643272061,5.690025725291705,-203.794893863571,,,,,203.96981695567635,-0.0624292643272061,5.690025725291705,-203.794893863571,18.34385452001639,15.942815918491785,13.298779206787323
 Fonderie Sime S.p.A.,SHP M PRO 12 14 16 kW,SHP M PRO 012,07.10.2022,Outdoor Air/Water,Regulated,1.0,12.3,12.5,R32,"1,800 kg",,70,,70,-7.0,-10.0,65.0,13.0,20.0,13.0,0.0,200.1,141.6,5.08,,,11060,,5144,,2.15,,-99.98880874711632,0.0150062806555277,-0.125950406134974,99.94312132961068,-71.47488852025488,-0.1316649209653752,9.032401700594573,71.59091121440942,,,,,-71.47488852025488,-0.1316649209653752,9.032401700594573,71.59091121440942,34.62093032109556,24.06889379401489,17.89251394902885
 Fonderie Sime S.p.A.,SHP M PRO 12 14 16 kW,SHP M PRO 012T,07.10.2022,Outdoor Air/Water,Regulated,1.0,12.3,12.5,R32,"1,800 kg",,70,,70,-7.0,-10.0,65.0,6.0,18.0,6.0,0.0,200.2,141.6,5.08,,,11060,,5144,,2.15,,-99.98880874711632,0.0150062806555277,-0.125950406134974,99.94312132961068,-71.47488852025488,-0.1316649209653752,9.032401700594573,71.59091121440942,,,,,-71.47488852025488,-0.1316649209653752,9.032401700594573,71.59091121440942,34.62093032109556,24.06889379401489,17.89251394902885
 Fonderie Sime S.p.A.,SHP M PRO 12 14 16 kW,SHP M PRO 014,07.10.2022,Outdoor Air/Water,Regulated,1.0,14.15,14.15,R32,"1,800 kg",,72,,72,-7.0,-10.0,65.0,13.0,20.0,13.0,0.0,192.5,141.8,4.89,,,12520,,5691,,2.2,,241.1988227504268,0.0117954863200574,0.0171949206834983,-241.24824007227843,283.91407293784823,-0.1208180271371683,8.566950130032744,-283.78516735382857,,,,,283.91407293784823,-0.1208180271371683,8.566950130032744,-283.78516735382857,49.502654293591654,38.6783306995375,18.994847048353265
 Fonderie Sime S.p.A.,SHP M PRO 12 14 16 kW,SHP M PRO 014T,07.10.2022,Outdoor Air/Water,Regulated,1.0,14.2,14.2,R32,"1,800 kg",,72,,72,-7.0,-10.0,65.0,6.0,18.0,6.0,0.0,192.5,141.8,4.89,,,12520,,5691,,2.2,,241.1988227504268,0.0117954863200574,0.0171949206834983,-241.24824007227843,283.91407293784823,-0.1208180271371683,8.566950130032744,-283.78516735382857,,,,,283.91407293784823,-0.1208180271371683,8.566950130032744,-283.78516735382857,49.502654293591654,38.6783306995375,18.994847048353265
 Fonderie Sime S.p.A.,SHP M PRO 12 14 16 kW,SHP M PRO 016,07.10.2022,Outdoor Air/Water,Regulated,1.0,15.23,14.7,R32,"1,800 kg",,72,,72,-7.0,-10.0,65.0,13.0,20.0,13.0,0.0,190.5,140.6,4.84,,,13030,,6032,,2.16,,178.21985944584395,0.0106101712653722,0.0757957902263097,-178.27093889630908,323.8967960733902,-0.1191053170697314,8.46323531295081,-323.76257887986816,,,,,323.8967960733902,-0.1191053170697314,8.46323531295081,-323.76257887986816,57.89499463965193,44.9657398980715,19.40556243976067
 Fonderie Sime S.p.A.,SHP M PRO 12 14 16 kW,SHP M PRO 016T,07.10.2022,Outdoor Air/Water,Regulated,1.0,15.2,14.7,R32,"1,800 kg",,72,,72,-7.0,-10.0,65.0,6.0,18.0,6.0,0.0,190.5,140.7,4.84,,,13030,,6032,,2.16,,178.21985944584395,0.0106101712653722,0.0757957902263097,-178.27093889630908,323.8967960733902,-0.1191053170697314,8.46323531295081,-323.76257887986816,,,,,323.8967960733902,-0.1191053170697314,8.46323531295081,-323.76257887986816,57.89499463965193,44.9657398980715,19.40556243976067
 Fonderie Sime S.p.A.,SHP M PRO 6 8 10 kW,SHP M PRO 006,07.10.2022,Outdoor Air/Water,Regulated,1.0,6.52,6.36,R32,"1,250 kg",,60,,60,-7.0,-10.0,65.0,13.0,20.0,13.0,0.0,201.8,140.72,5.12,,,5620,,2381,,2.36,,-71.55585602236789,0.0135420293546664,-0.0424586117062915,71.5110893648607,-142.54947980254104,-0.1329296890469078,9.094970086408276,142.6450476521917,,,,,-142.54947980254104,-0.1329296890469078,9.094970086408276,142.6450476521917,25.181263701081967,20.97864456946802,15.484188753470786
 Fonderie Sime S.p.A.,SHP M PRO 6 8 10 kW,SHP M PRO 008,07.10.2022,Outdoor Air/Water,Regulated,1.0,7.9,7.25,R32,"1,250 kg",,63,,63,-7.0,-10.0,65.0,13.0,20.0,13.0,0.0,203.99,143.64,5.17,,,6420,,2779,,2.31,,-0.9966528925764492,0.0106014720788153,0.0744478861713146,0.9463646798823646,-75.9233287290468,-0.1335326492912646,9.164718353125668,76.03167629819406,,,,,-75.9233287290468,-0.1335326492912646,9.164718353125668,76.03167629819406,41.70320190867254,33.858680399268444,16.63292940087978
 Fonderie Sime S.p.A.,SHP M PRO 6 8 10 kW,SHP M PRO 010,07.10.2022,Outdoor Air/Water,Regulated,1.0,9.06,8.16,R32,"1,250 kg",,65,,65,-7.0,-10.0,65.0,13.0,20.0,13.0,0.0,201.91,145.47,5.12,,,7210,,3219,,2.24,,-71.56124367512886,0.0086744480916622,0.1417808962853858,71.50577316378927,283.9128031255116,-0.1289555259240624,8.977618747143039,-283.7898807639982,,,,,283.9128031255116,-0.1289555259240624,8.977618747143039,-283.7898807639982,58.45854805089841,49.39235558654845,17.884947192822786
 Galmet Sp. z o.o. Sp. K.,Prima 4-6GT,Prima 4GT,14.04.2021,Outdoor Air/Water,Regulated,1.0,5.52,4.4,R32,"1,500 kg",,55,,55,-7.0,-10.0,65.0,14.0,24.0,14.0,0.0,191.0,130.0,4.85,,,3890,,1793,,2.17,,185.50400993821032,0.0067998757446388,0.2457426948910049,-185.55951319507167,35.15433250557645,-0.1143027781286067,8.221708461498208,-35.0347039546158,,,,,35.15433250557645,-0.1143027781286067,8.221708461498208,-35.0347039546158,31.671426682961116,28.161369128594036,12.285303821259546
 Galmet Sp. z o.o. Sp. K.,Prima 4-6GT,Prima 6GT,14.04.2021,Outdoor Air/Water,Regulated,1.0,6.82,5.7,R32,"1,500 kg",,58,,58,-7.0,-10.0,65.0,14.0,24.0,14.0,0.0,195.0,138.0,4.95,,,5050,,2327,,2.17,,-492.6199554227909,0.0071953907448369,0.2163081632848051,492.5637411314386,195.0645013806765,-0.11172095617213,8.187068098775745,-194.9417616338805,,,,,195.0645013806765,-0.11172095617213,8.187068098775745,-194.9417616338805,45.96083421522093,40.174837254796046,12.376484013010781
" GD Midea Heating & Ventilating Equipment Co., Ltd.","MHC-V12W/D2N8, V14W/D2N8, V16W/D2N8",MHC-V12W/D2N8,17.01.2019,Outdoor Air/Water,Regulated,1.0,12.0,13.0,R32,"2,800 kg",,68,,68,-7.0,-10.0,60.0,9.0,15.0,9.0,0.0,169.0,126.0,4.29,,,11290,,5507,,2.05,,-498.0357701314388,0.016496496803057,-0.1597353336000741,497.9954766166724,-291.3602013951361,-0.0737764068604363,6.287698481968101,291.4508057743968,,,,,-291.3602013951361,-0.0737764068604363,6.287698481968101,291.4508057743968,29.345452790406696,24.58260876515387,6.65038222650057
